siteid,StartDate,EndDate,Category,activity,Year,Month,Indicator,Gender,Partner,Fundedby,RRP6Result,Governorate,SiteType,rcode,gcode,Value,Units,AllocationRRP6,RRP6,location
475031389,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,30,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
475031389,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,1,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
475031389,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,30,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
475031389,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Al Balqa,0,2,1702,10,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
476156826,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNFPA,UNFPA,Irbid,0,1,1707,2,Individual,Yes,Indirect appeal,Liwa al Aghwar ash Shamaliyah
476156826,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNFPA,UNFPA,Irbid,0,1,1707,38,Individual,Yes,Indirect appeal,Liwa al Aghwar ash Shamaliyah
476156826,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNFPA,UNFPA,Irbid,0,1,1707,5,Individual,Yes,Indirect appeal,Liwa al Aghwar ash Shamaliyah
476156826,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNFPA,UNFPA,Irbid,0,1,1707,0,Individual,Yes,Indirect appeal,Liwa al Aghwar ash Shamaliyah
476156826,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNFPA,UNFPA,Irbid,0,1,1707,3,Individual,Yes,Indirect appeal,Liwa al Aghwar ash Shamaliyah
540146575,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,18,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,19,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,32,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,57,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,36,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,33,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
540146575,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Al Balqa,0,2,1702,30,Individual,Yes,Indirect appeal,Liwa ash Shunah al Janubiyah
542566997,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,SC Jordan,Others,None,Irbid,0,1,1707,56,Individual,No,Appeal outside of RRP6,Ar-Ramtha City
542566997,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,SC Jordan,Others,None,Irbid,0,1,1707,45,Individual,No,Appeal outside of RRP6,Ar-Ramtha City
542566997,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,SC Jordan,Others,None,Irbid,0,1,1707,10,Individual,No,Appeal outside of RRP6,Ar-Ramtha City
544083568,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,UPP,UNFPA,UNFPA,Mafraq,0,1,1711,10,Individual,Yes,Indirect appeal,Liwa Qasabat al Mafraq
567326145,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
567326145,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,MC,UNICEF,UNICEF,Mafraq,1,1,1711,0,Individual,Yes,Indirect appeal,Zaatari District 4
570000807,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Boys,Caritas,Others,None,Mafraq,0,1,1711,10,Individual,Yes,Direct appeal,Mafraq Governorate
570000807,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,Caritas,Others,None,Mafraq,0,1,1711,28,Individual,Yes,Direct appeal,Mafraq Governorate
598037511,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,57,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,50,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,43,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,31,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,49,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,42,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,44,Individual,Yes,Indirect appeal,Liwa ar Ramtha
598037511,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Irbid,0,1,1707,47,Individual,Yes,Indirect appeal,Liwa ar Ramtha
645130043,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,#N/A,0,4,1,44,Individual,No,Indirect appeal,Host community
645130043,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,#N/A,0,4,1,28,Individual,No,Indirect appeal,Host community
645130043,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,#N/A,0,4,1,18,Individual,No,Indirect appeal,Host community
649386414,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Irbid,0,1,1707,252,Individual,Yes,Direct appeal,Liwa ar Ramtha
649386414,01/02/2014,28/2/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,February,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Irbid,0,1,1707,278,Individual,Yes,Direct appeal,Liwa ar Ramtha
658951657,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,16,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,27,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,54,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,68,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,83,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,17,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,15,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,90,Individual,Yes,Indirect appeal,Irbid Governorate
658951657,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Irbid,0,1,1707,14,Individual,Yes,Indirect appeal,Irbid Governorate
661291155,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,8,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,17,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,11,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,4,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,29,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,2,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,13,Individual,Yes,Indirect appeal,Amman Governorate
661291155,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,IFH/NHF ,UNHCR,UNHCR,Amman,0,2,1705,7,Individual,Yes,Indirect appeal,Amman Governorate
727631279,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Irbid,0,1,1707,42,Individual,Yes,Direct appeal,Irbid City
727631279,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Irbid,0,1,1707,138,Individual,Yes,Direct appeal,Irbid City
754828811,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,91,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,126,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,5,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,100,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,28,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,5,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,178,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,95,Individual,Yes,Indirect appeal,Karak Governorate
754828811,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Karak,0,3,1704,118,Individual,Yes,Indirect appeal,Karak Governorate
756339520,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,114,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,134,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,119,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,87,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,159,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,154,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,64,Individual,Yes,Indirect appeal,Liwa Marka
756339520,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,ICCS,UNICEF,UNICEF,Amman,0,2,1705,65,Individual,Yes,Indirect appeal,Liwa Marka
765538315,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Madaba,0,2,1710,60,Individual,Yes,Indirect appeal,Madaba Governorate
765538315,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Madaba,0,2,1710,5,Individual,Yes,Indirect appeal,Madaba Governorate
765538315,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Madaba,0,2,1710,20,Individual,Yes,Indirect appeal,Madaba Governorate
765538315,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Madaba,0,2,1710,73,Individual,Yes,Indirect appeal,Madaba Governorate
765538315,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Madaba,0,2,1710,25,Individual,Yes,Indirect appeal,Madaba Governorate
771749352,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,UPP,Others,None,Zarqa,0,2,1712,7,Individual,Yes,Direct appeal,Zarqa City
771749352,01/12/2013,31/12/2013 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2013,December,# of WGBM benefitting from psychosocial support services,Boys,UPP,Others,None,Zarqa,0,2,1712,4,Individual,Yes,Direct appeal,Zarqa City
771749352,01/04/2014,30/4/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,April,# of WGBM benefitting from psychosocial support services,Boys,UPP,Others,None,Zarqa,0,2,1712,28,Individual,Yes,Direct appeal,Zarqa City
771749352,01/05/2014,31/5/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,May,# of WGBM benefitting from psychosocial support services,Boys,UPP,Others,None,Zarqa,0,2,1712,21,Individual,Yes,Direct appeal,Zarqa City
771749352,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,UPP,Others,None,Zarqa,0,2,1712,4,Individual,Yes,Direct appeal,Zarqa City
834159930,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Zarqa,0,2,1712,42,Individual,Yes,Direct appeal,Zarqa Governorate
834159930,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Zarqa,0,2,1712,84,Individual,Yes,Direct appeal,Zarqa Governorate
835683601,01/01/2014,31/1/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,January,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Mafraq,0,1,1711,42,Individual,Yes,Direct appeal,Mafraq Governorate
835683601,01/03/2014,31/3/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,March,# of WGBM benefitting from psychosocial support services,Boys,SCI,Others,None,Mafraq,0,1,1711,56,Individual,Yes,Direct appeal,Mafraq Governorate
840266315,01/11/2014,30/11/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,November,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Jarash,0,1,1708,100,Individual,Yes,Indirect appeal,Jarash Governorate
840266315,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Jarash,0,1,1708,138,Individual,Yes,Indirect appeal,Jarash Governorate
840266315,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Jarash,0,1,1708,13,Individual,Yes,Indirect appeal,Jarash Governorate
840266315,01/07/2014,31/7/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,July,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Jarash,0,1,1708,30,Individual,Yes,Indirect appeal,Jarash Governorate
840266315,01/08/2014,31/8/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,August,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Jarash,0,1,1708,12,Individual,Yes,Indirect appeal,Jarash Governorate
857125015,01/09/2014,30/9/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,September,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Amman,0,2,1705,107,Individual,Yes,Indirect appeal,Amman Governorate
857125015,01/10/2014,31/10/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,October,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Amman,0,2,1705,131,Individual,Yes,Indirect appeal,Amman Governorate
857125015,01/06/2014,30/6/2014 00:00:00,RRP6 - Performance Indicators,5. Psychosocial support services,2014,June,# of WGBM benefitting from psychosocial support services,Boys,IRD,UNHCR,UNHCR,Amman,0,2,1705,89,Individual,Yes,Indirect appeal,Amman Governorate
