"Governorate","sector","activity","Partner","Area","Refugee.Camps","Start","End","Total","costunit","gender","target","Objective","Sector","Category","Output","RegionCODE","Area2"
"Karak","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","SCI","Karak Governorate",,"2015-01-01","2015-12-31",60000,"e- 500-2000$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",66471.42,"d- 250-499$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1704","KARAK"
"Karak","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","RI","Karak City",,"2015-01-01","2015-12-31",62500,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1704","KARAK"
"Karak","PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNHCR","Karak Governorate",,"2015-01-01","2015-12-31",15000,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","SCI","Karak Governorate",,"2014-07-01","2015-12-31",10000,"c- 100-249$","6-Minor only","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","SCI","Karak Governorate",,"2014-04-01","2015-12-31",1620,"a- 0-49$","6-Minor only","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",29323.47,"a- 0-49$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","SCI","Karak Governorate",,"2014-06-01","2015-12-31",2860,"c- 100-249$","7-Adult","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","SCI","Karak Governorate",,"2014-04-01","2015-12-31",6200,"d- 250-499$","7-Adult","Host only","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","SCI","Karak Governorate",,"2014-07-01","2015-12-31",2000,"a- 0-49$","7-Adult","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1704","KARAK"
"Karak","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","RI","Karak City",,"2015-01-01","2015-12-31",25000,"a- 0-49$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1704","KARAK"
"Karak","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","JHAS","Karak Governorate",,"2015-01-01","2015-12-31",223080,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","IMC","Karak Governorate",,"2015-01-01","2015-12-31",24300,"a- 0-49$","6-Minor only","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1704","KARAK"
"Karak","HLTH[3]Integrated Community Interventions","[REF3.5]Community Mental Hlth services","IMC","Karak Governorate",,"2015-01-01","2015-12-31",1500,"No Unit cost","2-No reported target","No reported target","Integrated Community Interventions","HEALTH","Refugee","Community Mental Hlth services","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",82267.26,"e- 500-2000$","3-Mix","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","IMC","Karak Governorate",,"2015-01-01","2015-12-31",93816,"d- 250-499$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","SCI","Karak Governorate",,"2014-06-01","2015-12-31",40000,"b- 50-99$","6-Minor only","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.4]Improved Public Learning Spaces","SCI","Karak Governorate",,"2014-06-01","2015-07-31",17840,"e- 500-2000$","4-Girl Only","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Improved Public Learning Spaces","1704","KARAK"
"Karak","WASH[2]Access to Sanitation","[REF2.3]Sanitation in School/Clinics","RI","Karak City",,"2015-01-01","2015-12-31",25000,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","Sanitation in School/Clinics","1704","KARAK"
"Karak","HLTH[2]Secondary/Tertiary Care","[REF2.1]Comprehensive secondary mental health service provided, ","IMC","Karak Governorate",,"2015-01-01","2015-12-31",16667,"d- 250-499$","1-All","Host, Urban & Rural","Secondary/Tertiary Care","HEALTH","Refugee","Comprehensive secondary mental health serv","1704","KARAK"
"Karak","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","SCI","Karak Governorate",,"2015-01-01","2015-12-31",225000,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1704","KARAK"
"Karak","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",2825,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","RI","Karak City",,"2015-01-01","2015-12-31",1e+05,"c- 100-249$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1704","KARAK"
"Karak","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",5650,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","DRC","Karak Governorate",,"2014-10-01","2015-12-31",152386,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1704","KARAK"
"Karak","SHLT[2]Urban/Rural Adequate Shelter","[REF2.5]Increasing awareness on housing, land and property laws","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",565,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Increasing awareness on housing, land and ","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","SCI","Karak Governorate",,"2014-04-01","2015-12-31",2460,"c- 100-249$","7-Adult","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1704","KARAK"
"Karak","SHLT[2]Urban/Rural Adequate Shelter","[REF2.3]Provision of conditional cash for rent to vulnerable households","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",203390,"c- 100-249$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Provision of conditional cash for rent to ","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.4]Improved Public Learning Spaces","SCI","Karak Governorate",,"2015-01-01","2015-12-31",104181,"c- 100-249$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Improved Public Learning Spaces","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Karak Governorate",,"2015-01-01","2015-12-31",13000,"c- 100-249$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","UNHCR","Karak Governorate",,"2015-01-01","2015-12-31",3000,"a- 0-49$","1-All","Urban & Rural only","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1704","KARAK"
"Karak","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",177966,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1704","KARAK"
"Karak","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","IMC","Karak Governorate",,"2015-01-01","2015-12-31",1250,"a- 0-49$","3-Mix","Urban & Rural only","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","1704","KARAK"
"Karak","WASH[3]Hygiene promotion","[REF3.2]School/Clinic Hygiene Promt.","RI","Karak City",,"2015-01-01","2015-12-31",50000,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","School/Clinic Hygiene Promt.","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.4]Pre-Primary Education","SCI","Karak Governorate",,"2014-06-01","2015-07-31",128000,"f- >2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Pre-Primary Education","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","SCI","Karak Governorate",,"2015-01-01","2015-12-31",13984,"c- 100-249$","7-Adult","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1704","KARAK"
"Karak","WASH[1]Access to Safe Water","[REF1.2]Piped water networks","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",16949,"b- 50-99$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Piped water networks","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","JEN","Karak City",,"2015-01-01","2015-12-31",71500,"e- 500-2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1704","KARAK"
"Karak","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",2012,"a- 0-49$","1-All","Urban & Rural only","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","SCI","Karak Governorate",,"2014-06-01","2015-07-31",99000,"f- >2000$","4-Girl Only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1704","KARAK"
"Karak","WASH[3]Hygiene promotion","[REF3.1]Refugee Hygiene Promotion","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",3500,"a- 0-49$","1-All","Host, Urban & Rural","Hygiene promotion","WASH","Refugee","Refugee Hygiene Promotion","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.1] PSS activities","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",14528.57,"a- 0-49$","6-Minor only","Urban & Rural only","Quality/Protective Learning Environs.","EDUCATION","Refugee"," PSS activities","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","DRC","Karak Governorate",,"2014-09-15","2015-12-31",590936,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1704","KARAK"
"Karak","PROT[1]Refugee Rights Respected","[REF1.3]Access Legal Assistance","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",1408.42,"a- 0-49$","7-Adult","Urban & Rural only","Refugee Rights Respected","PROTECTION","Refugee","Access Legal Assistance","1704","KARAK"
"Karak","EDU[2]Quality/Protective Learning Environs.","[REF2.5]Promotion of Social Cohesion","DRC","Karak Governorate",,"2014-09-16","2015-12-31",28787,"b- 50-99$","3-Mix","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Promotion of Social Cohesion","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",270271.42,"e- 500-2000$","1-All","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","FPSC","Karak Governorate",,"2014-10-19","2015-04-19",73258,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1704","KARAK"
"Karak","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","UNHCR","Karak Governorate",,"2015-01-01","2015-12-31",3000,"a- 0-49$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",1006,"a- 0-49$","1-All","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","SCI","Karak Governorate",,"2014-04-01","2015-12-31",10000,"a- 0-49$","7-Adult","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1704","KARAK"
"Karak","SHLT[2]Urban/Rural Adequate Shelter","[REF2.1]Upgrading of shelters to adequate standards","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",11299,"a- 0-49$","1-All","Host, Urban & Rural","Urban/Rural Adequate Shelter","SHELTER","Refugee","Upgrading of shelters to adequate standard","1704","KARAK"
"Karak","HLTH[3]Integrated Community Interventions","[REF3.4]Mat/Child (incl. neonatal) Health mngt ","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",2260,"a- 0-49$","3-Mix","Host, Urban & Rural","Integrated Community Interventions","HEALTH","Refugee","Mat/Child (incl. neonatal) Health mngt ","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",12474,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1704","KARAK"
"Karak","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","JEN","Karak City",,"2015-01-01","2015-12-31",28600,"b- 50-99$","6-Minor only","Host only","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1704","KARAK"
"Karak","WASH[1]Access to Safe Water","[REF1.1]Trucking to Communal facs.","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",5650,"a- 0-49$","1-All","Host, Urban & Rural","Access to Safe Water","WASH","Refugee","Trucking to Communal facs.","1704","KARAK"
"Karak","EDU[1]Access to Inclusive Education","[REF1.3]Non-Cert. Informal/Basic Skills","SCI","Karak Governorate",,"2015-01-01","2015-12-31",210124,"b- 50-99$","6-Minor only","Host, Urban & Rural","Access to Inclusive Education","EDUCATION","Refugee","Non-Cert. Informal/Basic Skills","1704","KARAK"
"Karak","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","Caritas","Karak Governorate",,"2015-01-01","2015-12-31",88136,"a- 0-49$","1-All","Host, Urban & Rural","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1704","KARAK"
"Karak","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","Caritas","Karak Governorate",,"2015-01-01","2015-12-30",2816,"a- 0-49$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1704","KARAK"
"Karak","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","DRC","Karak Governorate",,"2014-10-01","2015-12-31",165000,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1704","KARAK"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","IMC","Maan Governorate",,"2015-01-01","2015-12-31",93816,"d- 250-499$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1709","MAAN"
"Ma'an","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","UNHCR","Maan Governorate",,"2015-01-01","2015-12-31",619954,"d- 250-499$","1-All","Urban & Rural only","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.5]Social Cohesion/Coexistence","DRC","Maan Governorate",,"2014-09-15","2015-12-31",57375,"b- 50-99$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Social Cohesion/Coexistence","1709","MAAN"
"Ma'an","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","JEN","Maan City",,"2015-01-01","2015-12-31",28600,"b- 50-99$","6-Minor only","Host only","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1709","MAAN"
"Ma'an","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","UNHCR","Maan Governorate",,"2015-01-01","2015-12-31",3000,"a- 0-49$","1-All","Host, Urban & Rural","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1709","MAAN"
"Ma'an","PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","UNHCR","Maan Governorate",,"2015-01-01","2015-12-31",15000,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1709","MAAN"
"Ma'an","EDU[2]Quality/Protective Learning Environs.","[REF2.5]Promotion of Social Cohesion","DRC","Maan Governorate",,"2014-09-15","2015-12-31",28700,"b- 50-99$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Promotion of Social Cohesion","1709","MAAN"
"Ma'an","EDU[2]Quality/Protective Learning Environs.","[REF2.3]Essential Education Supplies","DRC","Maan Governorate",,"2015-01-01","2015-12-31",44000,"a- 0-49$","6-Minor only","Host, Urban & Rural","Quality/Protective Learning Environs.","EDUCATION","Refugee","Essential Education Supplies","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","ICSC","Maan City",,"2015-01-01","2015-12-31",480000,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1709","MAAN"
"Ma'an","HLTH[3]Integrated Community Interventions","[REF3.5]Community Mental Hlth services","IMC","Maan Governorate",,"2015-01-01","2015-12-31",750,"No Unit cost","2-No reported target","No reported target","Integrated Community Interventions","HEALTH","Refugee","Community Mental Hlth services","1709","MAAN"
"Ma'an","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","DRC","Maan Governorate",,"2014-09-15","2015-12-31",68000,"c- 100-249$","1-All","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","FPSC","Maan Governorate",,"2014-10-19","2015-04-19",73258,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1709","MAAN"
"Ma'an","PROT[4]Child Protection","[REF4.3]Community Mechanisms Strength/d","IMC","Maan Governorate",,"2015-01-01","2015-12-31",16200,"a- 0-49$","6-Minor only","Host, Urban & Rural","Child Protection","PROTECTION","Refugee","Community Mechanisms Strength/d","1709","MAAN"
"Ma'an","PROT[3]SGBV Prevention & Response","[REF3.3]Govt and non-govt actors in all sectors are able to provide informed referral and appropriate services to SGBV survivors, and incorporate SGBV risk mitigation strategies in the planning and implementation of their activities","IMC","Maan Governorate",,"2015-01-01","2015-12-31",1250,"No Unit cost","2-No reported target","No reported target","SGBV Prevention & Response","PROTECTION","Refugee","Govt and non-govt actors in all sectors ar","1709","MAAN"
"Ma'an","EDU[1]Access to Inclusive Education","[REF1.1]Formal Educ Prim/Secondary","JEN","Maan City",,"2015-01-01","2015-12-31",71500,"e- 500-2000$","6-Minor only","Host only","Access to Inclusive Education","EDUCATION","Refugee","Formal Educ Prim/Secondary","1709","MAAN"
"Ma'an","FOOD/LIV[1]Access to Food","[REF1.1]Food Assistance","WVI","Maan Governorate",,"2015-07-01","2015-12-31",33333,"a- 0-49$","7-Adult","Host only","Access to Food","FOOD/LIVELIHOOD","Refugee","Food Assistance","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","DRC","Maan Governorate",,"2014-09-01","2015-12-31",66130,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","UNFPA","Maan Governorate",,"2015-01-01","2015-12-31",55000,"d- 250-499$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","DRC","Maan Governorate",,"2014-09-01","2015-12-31",230312,"No Unit cost","2-No reported target","No reported target","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.4]Psychosocial Support","DRC","Maan Governorate",,"2014-09-15","2015-12-31",590937,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Psychosocial Support","1709","MAAN"
"Ma'an","PROT[2]Community Empowered; Services to Vuln","[REF2.2]Community Self-Mngmt","IMC","Maan Governorate",,"2015-01-01","2015-12-31",37620,"c- 100-249$","6-Minor only","Urban & Rural only","Community Empowered; Services to Vuln","PROTECTION","Refugee","Community Self-Mngmt","1709","MAAN"
"Ma'an","PROT[4]Child Protection","[REF4.1]CP Systems Capacity Increased","IMC","Maan Governorate",,"2015-01-01","2015-12-31",9345,"No Unit cost","2-No reported target","No reported target","Child Protection","PROTECTION","Refugee","CP Systems Capacity Increased","1709","MAAN"
"Ma'an","PROT[4]Child Protection","[REF4.4]Specialised Services/Case Mngmt.","UNHCR","Maan Governorate",,"2015-01-01","2015-12-31",13000,"c- 100-249$","6-Minor only","Urban & Rural only","Child Protection","PROTECTION","Refugee","Specialised Services/Case Mngmt.","1709","MAAN"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","ICMC","Madaba Governorate",,"2015-12-01","2016-03-01",55250,"c- 100-249$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.4]Seasonal Assist for Harsh Weather","JHAS","Madaba Governorate",,"2015-01-01","2015-12-31",185900,"b- 50-99$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Seasonal Assist for Harsh Weather","1710","MADABA"
"Madaba","FOOD/LIV[2]Promote Safe/Nutr/Diverse Food","[REF2.1]Nutrition Support & Education","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",17797,"c- 100-249$","3-Mix","Host, Urban & Rural","Promote Safe/Nutr/Diverse Food","FOOD/LIVELIHOOD","Refugee","Nutrition Support & Education","1710","MADABA"
"Madaba","HLTH[1]Primary Health Care","[REF1.3]Reproductive Health Services","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",45200,"e- 500-2000$","3-Mix","Host, Urban & Rural","Primary Health Care","HEALTH","Refugee","Reproductive Health Services","1710","MADABA"
"Madaba","WASH[1]Access to Safe Water","[REF1.3]Water in School/Clinics","JEN","Madaba City",,"2015-01-01","2015-12-31",28600,"b- 50-99$","6-Minor only","Host only","Access to Safe Water","WASH","Refugee","Water in School/Clinics","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","ICMC","Madaba Governorate",,"2015-01-01","2016-09-01",113833,"d- 250-499$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1710","MADABA"
"Madaba","WASH[2]Access to Sanitation","[REF2.1]San/Waste Water Collection","Caritas","Madaba Governorate",,"2015-01-01","2015-12-31",4943,"a- 0-49$","1-All","Host, Urban & Rural","Access to Sanitation","WASH","Refugee","San/Waste Water Collection","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",12474,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.1]Info on services; Participation","ICMC","Madaba Governorate",,"2015-01-01","2015-12-31",6541.3,"a- 0-49$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Info on services; Participation","1710","MADABA"
"Madaba","EDU[2]Quality/Protective Learning Environs.","[REF2.2]Training Edc. Service Providers","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",1428.57,"c- 100-249$","7-Adult","Host only","Quality/Protective Learning Environs.","EDUCATION","Refugee","Training Edc. Service Providers","1710","MADABA"
"Madaba","PROT[3]SGBV Prevention & Response","[REF3.1]Community Prevention initiatives","Caritas","Madaba Governorate",,"2015-01-01","2015-12-30",2012,"a- 0-49$","1-All","Urban & Rural only","SGBV Prevention & Response","PROTECTION","Refugee","Community Prevention initiatives","1710","MADABA"
"Madaba","PROT[2]Community Empowered; Services to Vuln","[REF2.3]Persons w/Special Needs","FPSC","Madaba Governorate",,"2015-01-01","2015-09-30",309410,"e- 500-2000$","1-All","Host, Urban & Rural","Community Empowered; Services to Vuln","PROTECTION","Refugee","Persons w/Special Needs","1710","MADABA"
"Madaba","BASIC NEEDS[1]Basic HH Needs are met","[REF1.3]Cash,Vouchers for most vuln.","AVSI","Madaba City",,"2014-12-01","2015-12-31",2e+05,"d- 250-499$","1-All","Host, Urban & Rural","Basic HH Needs are met","BASIC NEEDS","Refugee","Cash,Vouchers for most vuln.","1710","MADABA"
