"","Indicator","Units","Value","Partner","StartDate","appeal","Fundedby","allocation","activity","region","Sector","Governorate","Gender","poptype"
"143166","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",1087,"ACTED","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143167","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",1182,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143168","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",1448,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143169","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACTED","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143170","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143171","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",1662,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143172","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",186,"ACTED","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143173","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143174","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",260,"ACTED","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143175","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",0,"ACTED","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143176","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",0,"ACTED","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143177","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACTED","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143178","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",118,"ACTED","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143179","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",1798,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143180","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACTED","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143181","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACTED","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143182","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",0,"ACTED","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143183","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143184","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",0,"ACTED","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143185","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",1301,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143186","# of SYRIAN_GIRLS_IN_CAMPS received hygiene materials","# of girls",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143187","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",0,"ACTED","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143188","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",536,"ACTED","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143189","# of SYRIAN_BOYS_IN_CAMPS participating in the awareness sessions","# of boys",0,"ACTED","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143190","# of SYRIAN_MEN_IN_CAMPS participating in the awareness sessions","# of men",134,"ACTED","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143191","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACTED","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143192","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",602,"ACTED","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143193","# of SYRIAN_GIRLS_IN_CAMPS participating in the awareness sessions","# of girls",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143194","# of SYRIAN_MEN_IN_CAMPS practicing better hygiene","# of men",0,"ACTED","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143195","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143196","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",0,"ACTED","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143197","# of SYRIAN_MEN_IN_CAMPS received hygiene materials","# of men",0,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143198","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",1662,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143199","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",536,"ACTED","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143200","# of  SYRIAN_WOMEN_IN_CAMPS practicing better hygiene","# of women",0,"ACTED","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143201","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACTED","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143202","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",164,"ACTED","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143203","# of SYRIAN_WOMEN_IN_CAMPS received hygiene materials","# of women",0,"ACTED","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143204","# of SYRIAN_WOMEN_IN_CAMPS participating in the awareness sessions","# of women",1301,"ACTED","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143205","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",20,"OXFAM","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143206","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143207","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143208","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",3,"OXFAM","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143209","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",5,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143210","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",238,"OXFAM","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143211","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",1838,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143212","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",18,"OXFAM","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143213","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",250,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143214","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",266,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143215","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",137,"OXFAM","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143216","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143217","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",266,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143218","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",33,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143219","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",4,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143220","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143221","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143222","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",650,"OXFAM","01/05/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143223","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",0,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143224","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",1093,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143225","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"OXFAM","01/03/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143226","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",1000,"OXFAM","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143227","# of SYRIAN_WOMEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of women",75,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143228","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",0,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143229","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",650,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143230","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",250,"OXFAM","01/06/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143231","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"OXFAM","01/02/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143232","# of  SYRIAN_WOMEN_IN_CAMPS participated in the sessions","# of women",5,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Women","Camp"
"143233","# of SYRIAN_GIRLS_IN_CAMPS participated in the sessions","# of girls",991,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143234","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",741,"OXFAM","01/01/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143235","# of  SYRIAN_BOYS_IN_CAMPS  participated in the sessions","# of boys",0,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143236","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",75,"OXFAM","01/09/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143237","# of SYRIAN_GIRLS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of girls",72,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Girls","Camp"
"143238","# of SYRIAN_MEN_IN_CAMPS participated in the sessions","# of men",4,"OXFAM","01/04/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143239","# of SYRIAN_BOYS_IN_CAMPS with improved knowledge in hygiene and water conservation","# of boys",4,"OXFAM","01/08/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Boys","Camp"
"143240","# of SYRIAN_MEN_IN_CAMPS with improved knowledge in hygiene and water conservation","# of men",43,"OXFAM","01/07/2016","Direct Implementation","UNICEF","Yes","[REF3.1.1]Hygiene promotion","North","WASH","ZaatariCamp","Men","Camp"
"143241","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",19,"ICMC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143243","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143244","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143246","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143247","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",13,"ICMC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143248","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",15,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143249","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143250","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",4,"ICMC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143251","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143253","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143255","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143256","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",14,"ICMC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143257","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",20,"ICMC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143259","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",16,"ICMC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143260","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",26,"ICMC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143261","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",13,"ICMC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143262","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143263","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",26,"ICMC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143264","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",2,"ICMC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143265","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143267","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",9,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143268","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143270","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",14,"ICMC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143271","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143273","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",13,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143275","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",1,"ICMC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143276","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143277","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",35,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143278","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",34,"ICMC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143279","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",124,"ICMC","01/08/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143280","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",51,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143281","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",50,"ICMC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143282","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143283","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",30,"ICMC","01/02/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143284","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",30,"ICMC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143285","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",188,"ICMC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143288","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143289","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/06/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143291","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",135,"ICMC","01/07/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143292","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",0,"ICMC","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143293","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",0,"ICMC","01/09/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
"143296","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",26,"ICMC","01/04/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143297","# of SYRIAN_BOYS_IN_URBAN received hygiene supplies","# of boys",0,"ICMC","01/01/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Boys","Urban"
"143298","# of SYRIAN_MEN_IN_URBAN received hygiene supplies","# of men",27,"ICMC","01/03/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Men","Urban"
"143299","# of SYRIAN_WOMEN_IN_URBAN received hygiene supplies","# of women",34,"ICMC","01/05/2016","Direct Implementation","None - Fund direct from Donors","Yes","[REF3.2.1]Hygiene promotion","North","WASH","IRBID","Women","Urban"
